37879.3,2.12720213,37879.2,2.13112851,37879.2,1628741896938,0.00009667,1651625008874
37879.3,2.12720213,37879.2,2.13112851,37879.2,1628741896970,0.00009667,1651625008974
37879.3,2.12720213,37879.2,2.13112851,37879.2,1628741897002,0.00009667,1651625009075
37879.3,2.12720213,37879.2,2.13112851,37879.2,1628741897030,0.00009667,1651625009174
37879.3,2.12720213,37879.2,2.13112851,37879.2,1628741897057,0.00009667,1651625009277
37879.3,2.12720213,37879.2,2.13112851,37879.2,1628741897087,0.00009667,1651625009376
37879.3,2.12720213,37879.2,2.13112851,37879.2,1628741897114,0.00009667,1651625009475
37879.3,2.12720213,37879.2,2.13112851,37879.2,1628741897144,0.00009667,1651625009575
37879.3,2.12720213,37879.2,2.13112851,37879.2,1628741897178,0.00009667,1651625009674
37879.3,3.47720213,37879.2,2.13112851,37879.2,1628741897214,0.00009667,1651625009775
37879.3,3.47720213,37879.2,2.13112851,37879.2,1628741897260,0.00009667,1651625009876
37879.3,3.47720213,37879.2,2.13112851,37879.2,1628741897300,0.00009667,1651625009975
37879.3,3.47720213,37879.2,2.13112851,37879.2,1628741897337,0.00009667,1651625010074
37879.3,3.47720213,37879.2,2.13112851,37879.2,1628741897386,0.00009667,1651625010174
37879.3,3.47720213,37879.2,2.13112851,37879.2,1628741897422,0.00009667,1651625010275
37879.3,3.96657558,37879.2,2.13112851,37879.2,1628741897467,0.00009667,1651625010376
37879.3,4.11570413,37879.2,1.04511008,37879.2,1628741897522,0.00009667,1651625010474
37879.3,4.11570413,37879.2,1.04511008,37879.2,1628741897554,0.00009667,1651625010575
37879.3,4.61570413,37879.2,0.54511008,37879.2,1628741897596,0.00009667,1651625010674
37879.3,3.26570413,37879.2,0.24008551,37879.2,1628741897639,0.00009667,1651625010775
37879.3,3.26570413,37879.2,0.24008551,37879.2,1628741897671,0.00009667,1651625010875
37879.3,3.26570413,37879.2,0.24008551,37879.2,1628741897711,0.00009667,1651625010976
37879.3,3.26570413,37879.2,0.24008551,37879.2,1628741897747,0.00009667,1651625011076
37879.3,4.22570413,37879.2,0.24008551,37879.2,1628741897822,0.00009667,1651625011176
37879.3,4.50290542,37879.2,0.24008551,37879.2,1628741897873,0.00009667,1651625011275
37879.3,4.50290542,37879.2,0.24008551,37879.2,1628741897922,0.00009667,1651625011376
37879.3,5.38592783,37879.2,0.24008551,37879.2,1628741898006,0.00009667,1651625011475
37879.3,4.79592783,37879.2,0.24008551,37879.2,1628741898063,0.00009667,1651625011574
37875,0.36949385,37874.9,0.00110815,37879.2,1628741898279,0.09519206,1651625011675
37875,3.62629739,37874.9,0.00110815,37879.2,1628741898591,0.09519206,1651625011775
37875,3.67162274,37874.9,0.00110815,37879.2,1628741898666,0.09519206,1651625011875
37875,4.0055995,37874.9,0.00110815,37879.2,1628741898727,0.09519206,1651625011975
37874.9,3.69837068,37874.8,0.81871459,37874.8,1628741898808,0.00367541,1651625012075
37874.9,2.61231903,37874.8,0.81871459,37874.8,1628741898880,0.00367541,1651625012174
37874.9,2.61231903,37874.8,0.81871459,37874.8,1628741898922,0.00367541,1651625012275
37874.9,2.61231903,37874.8,0.81871459,37874.8,1628741898954,0.00367541,1651625012375
37874.9,2.61231903,37874.8,0.81871459,37874.8,1628741898997,0.00367541,1651625012474
37874.9,2.61231903,37874.8,0.81871459,37874.8,1628741899029,0.00367541,1651625012575
37874.9,2.61231903,37874.8,0.76571459,37874.8,1628741899066,0.00367541,1651625012675
37874.9,3.63323748,37874.8,1.27939316,37874.8,1628741899109,0.00367541,1651625012776
37874.9,3.63323748,37874.8,1.27939316,37874.8,1628741899141,0.00367541,1651625012875
37874.9,3.63323748,37874.8,0.51367857,37874.8,1628741899181,0.0012645,1651625012974
37874.9,5.48323748,37874.8,0.51367857,37874.8,1628741899220,0.0012645,1651625013075
37874.9,5.48323748,37874.8,0.51367857,37874.8,1628741899252,0.0012645,1651625013175
37874.9,5.98323748,37874.8,0.51367857,37874.8,1628741899298,0.0012645,1651625013276
37874.9,5.98323748,37874.8,0.51367857,37874.8,1628741899330,0.0012645,1651625013375
37874.9,5.98323748,37874.8,0.51367857,37874.8,1628741899376,0.0012645,1651625013474
37874.9,5.98323748,37874.8,0.51367857,37874.8,1628741899423,0.0012645,1651625013575
37874.1,0.0203881,37874,0.00096516,37874.8,1628741899463,0.0012645,1651625013674
37874,0.001023,37873.9,0.12428739,37873.9,1628741899615,0.00774546,1651625013775
37874,3.36026593,37873.9,0.19122515,37873.9,1628741899823,0.00774546,1651625013876
37874,3.51866593,37873.9,0.12428739,37873.9,1628741899892,0.00774546,1651625013976
37874,3.51866593,37873.9,0.12428739,37873.9,1628741899945,0.00774546,1651625014075
